data_id,public_data_id,Disease,species,n_samples,pmid,library_prep_protocol,methodology,title,journal,author,citation,abstract,doi,Publish date,Brain Region,drug?,single cell?,scRNA index,n_sample of scRNA
ST028,/bil/lz/kjohnst2/b72faf9d87d7fc00,AD,Mouse,20 (brain sections across 4 genotypes),39103533,Vizgen,MERSCOPE,Single-cell spatial transcriptomics reveals distinct patterns of dysregulation in non-neuronal and neuronal cells induced by the Trem2^R47H^ Alzheimer’s risk gene mutation,Mol. Psychiatry,"Kevin G Johnston, Bereket T Berackey, Kristine M Tran, Alon Gelber, Zhaoxia Yu, Grant R MacGregor, Eran A Mukamel, Zhiqun Tan, Kim N Green, Xiangmin Xu","Johnston, K. G., Berackey, B. T., Tran, K. M., Gelber, A., Yu, Z., MacGregor, G. R., ... & Xu, X. (2025). Single-cell spatial transcriptomics reveals distinct patterns of dysregulation in non-neuronal and neuronal cells induced by the Trem2 R47H Alzheimer’s risk gene mutation. Molecular Psychiatry, 30(2), 461-477.",Yes,10.1038/s41380-024-02651-0,2/1/25,Cerebral Cortex (multiple cortical & subcortical regions in coronal sections),Yes,No,,
ST029,GSE174321,AD,Mouse,4,38036733,10x genomics,Visium,Spatiotemporal characterization of glial cell activation in an Alzheimer’s disease model by spatially resolved transcriptomics,Experimental & Molecular Medicine,Hongyoon Choi et al.,"Choi H et al., Exp Mol Med 2023",We investigated spatially resolved transcriptomes in a 5XFAD AD model at different ages. Spatial transcriptomic data from 5XFAD and control mice were obtained to identify differentially expressed genes and glial activation signatures.,10.1038/s12276-023-01123-9,1-Dec-23,Whole brain (gray and white matter),no treatment,No,,
ST030,Zenodo:10404412,AD,Mouse,"56 (11 AD, 10 WT)",38796425,10x genomics,Visium,Spatial transcriptomic brain imaging reveals the effects of immunomodulation therapy on specific regional brain cells in a mouse dementia model,BMC Genomics,Eun Ji Lee et al.,"Lee EJ et al., BMC Genomics 2024","Spatial transcriptomic profiles were generated from cortex, hippocampus, thalamus, amygdala, etc., in 5xFAD AD mice with various treatments. We organized a Visium workflow and developed spatial analysis tools to identify disease-associated genes in specific cell types and regions.",10.1186/s12864-024-10434-8,25-May-24,"Cortex, hippocampus, thalamus, amygdala",Yes,No,,
ST031,GSE 203424,AD,Human,12,39554066,10x genomics,Visium,Spatial Expression of Long Non-Coding RNAs in Human Brains of Alzheimer’s Disease,bioRxiv (preprint),Bernard Ng et al.,"Ng B et al., bioRxiv 2025","Using spatial transcriptomics on dorsolateral prefrontal cortex (DLPFC) from 21 human donors (78 sections), we identified hundreds of AD-associated spatial lncRNA patterns and gene networks.",10.1101/2024.10.27.620550,27-Oct-24,Dorsolateral prefrontal cortex,no treatment,No,,
ST032,GSE263034; GSE263079; GSE282928,AD,Human,"60 (13 immunized AD, 6 non-immunized AD, 6 controls)",40050704,10x genomics,Visium,Microglial mechanisms drive amyloid-β clearance in immunized patients with Alzheimer’s disease,Nature Medicine,Lynn van Olst et al.,"van Olst L et al., Nat Med 2025","We performed Visium spatial transcriptomics and sc/snRNA-seq on frontal cortex from 25 human brains (immunized AD, non-immunized AD, controls). Microglia from immunized patients showed AD-like profiles; immunization induced protective glial responses and reversed DAM signatures.",10.1038/s41591-025-03574-1,"Mar 6, 2025 (Epub)",Frontal cortex,Yes,"yes (I have checked , Weidong.)",AD073,3
ST033,CosMx SMI Human Frontal Cortex FFPE Dataset | NanoString； https://www.10xgenomics.com/cn/datasets/xenium-human-brain-preview-data-1-standard,AD,Human,3,40329537,10x genomics; Nanostring,CosMx; Xenium,Integrating spatial transcriptomics and snRNA-seq data enhances differential gene expression analysis results of AD-related phenotypes,HGG Advances,Shizhen Tang et al.,"Tang S et al., HGG Advances 2025","Integrated Visium DLPFC ST data with snRNA-seq from 436 brains (ROSMAP). The combined analysis uncovered novel DEGs and regulatory pathways (e.g. TNF, mTOR) linked to neuropathology and APOE genotype that were missed by single modalities.",10.1016/j.xhgg.2025.100447,5-May-25,Dorsolateral prefrontal cortex,no treatment,no,,
ST034,https://doi.org/10.5281/zenodo.8206638,AD,Mouse,6,38159571,10x genomics,Xenium,An exhausted-like microglial population accumulates in aged and APOE4 genotype Alzheimer's brains,Immunity,Alon Millet et al.,"Millet A et al., Immunity 2024",10x Visium spatial and sc/snRNA-seq analyses in aged APOE4 and APOE3 mice (and humans) identified an “exhausted” microglial state induced by aging/APOE4. This state showed mixed neurodegenerative and degenerative gene signatures and was validated by multiplexed spatial transcriptomics and imaging.,10.1016/j.immuni.2023.12.001,"Jan 9, 2024 (online)",Brain (cortex),Yes,yes,AD112,
ST035,GSE221365,AD,Human,8 (8 diseease 8 control),38417436,10x genomics,Visium,Single-nucleus RNA sequencing demonstrates an autosomal dominant Alzheimer’s disease profile and possible mechanisms of disease protection,Neuron,Maria C. Almeida et al.,"Almeida MC et al., Neuron 2024",We performed snRNA-seq of PSEN1-E280A and control brains and Visium spatial transcriptomics of frontal cortex and hippocampus. PSEN1-Astrocytes/microglia had AD-like signatures; spatial data confirmed these profiles around plaques. A protective glial response signature was identified in an APOE3 Christchurch carrier.,10.1016/j.neuron.2024.02.009,"Feb 27, 2024 (Epub)","Frontal cortex, hippocampus",no treatment,Yes,AD069,24
ST036,GSE152506,AD,Mouse,20,36448627,10x genomics,Visium,Microglial INPP5D limits plaque formation and glial reactivity in the PSAPP mouse model of Alzheimer's disease,Alzheimer's & Dementia,Emilie L. Castranio et al.,"Castranio EL et al., Alz Dement 2023","Visium ST on hippocampal sections from WT, PSAPP, and PSAPP;Inpp5d+/- mice (3 per genotype) revealed that reducing microglial INPP5D decreases plaques and glial activation. Spatial gene expression highlighted that microglial lipid metabolism and lysosomal genes were regulated by INPP5D status.",10.1002/alz.12821,Nov 2022,Hippocampus,no treatment,No,,
ST039,GSE218360,AD,Mouse,"7 (PBS n=21, Staph n=16)",37436901,10x genomics,Visium,Multi-transcriptomics reveals brain cellular responses to peripheral infection in Alzheimer's disease model mice,Cell Reports,Yi Lu et al.,"Lu Y et al., Cell Rep 2023","In APP/PS1 mice exposed to chronic Staphylococcus aureus (n=16) vs PBS (n=21), spatial (Visium) and bulk RNA-seq showed that peripheral infection increases plaque load and induces region- and cell-type–specific transcriptional changes, especially at blood–brain barriers and plaques.",10.1016/j.celrep.2023.112785,25-Jul-23,Cortex and brain barriers,no treatment,Yes,AD066,4
ST040,GSE209583,AD,Mouse,14 (5 per group),38155736,10x genomics,Visium,Human neural stem cells restore spatial memory in a transgenic Alzheimer's disease mouse model by an immunomodulating mechanism,Frontiers in Aging Neuroscience,Kevin S. Chen et al.,"Chen KS et al., Front Aging Neurosci 2023","In 5XFAD mice (n=5/group) transplanted with human neural stem cells (hNSCs) in hippocampus, Visium ST revealed normalization of 1,061 dysregulated genes, especially in microglia (DAM genes) and microglia-astrocyte signaling pathways. hNSCs improved memory without reducing plaques, acting via microglial modulation.",10.3389/fnagi.2023.1306004,"Dec 14, 2023",Hippocampus (fimbria),Yes,No,,
ST042,GSE182127,AD,Mouse,7,37558676,10x genomics,Visium,Disease-associated astrocytes and microglia markers are upregulated in mice fed high fat diet ,Scientific Reports,"Li Lin, Rashmita Basu, Debolina Chatterjee, Andrew T Templin, Jonathan N Flak, Travis S Johnson","Lin, L., Basu, R., Chatterjee, D., Templin, A. T., Flak, J. N., & Johnson, T. S. (2023). Disease-associated astrocytes and microglia markers are upregulated in mice fed high fat diet. Scientific Reports, 13(1), 12919.","High-fat diet (HFD) is associated with Alzheimer's disease (AD) and type 2 diabetes risk, which share features such as insulin resistance and amylin deposition. We examined gene expression associated with astrocytes and microglia since dysfunction of these cell types is implicated in AD pathogenesis. We hypothesize gene expression changes in disease-associated astrocytes (DAA), disease-associated microglia and human Alzheimer's microglia exist in diabetic and obese individuals before AD development. By analyzing bulk RNA-sequencing (RNA-seq) data generated from brains of mice fed HFD and humans with AD, 11 overlapping AD-associated differentially expressed genes were identified, including Kcnj2, C4b and Ddr1, which are upregulated in response to both HFD and AD. Analysis of single cell RNA-seq (scRNA-seq) data indicated C4b is astrocyte specific. Spatial transcriptomics (ST) revealed C4b colocalizes with Gfad, a known astrocyte marker, and the colocalization of C4b expressing cells with Gad2 expressing cells, i.e., GABAergic neurons, in mouse brain. There also exists a positive correlation between C4b and Gad2 expression in ST indicating a potential interaction between DAA and GABAergic neurons. These findings provide novel links between the pathogenesis of obesity, diabetes and AD and identify C4b as a potential early marker for AD in obese or diabetic individuals.",10.1038/s41598-023-39890-0,9/8/23,"Whole brain (hippocampus, hypothalamus emphasized)",no treatment,No,,
ST044,https://doi.org/10.5061/dryad.m63xsj4ck (need to be open with R),AD,Mouse,"8 (3 WT, 3 ApoeCh, 3 5xFAD, 3 5xFAD;ApoeCh)",39844286,Nanostring,CosMx,APOE Christchurch enhances a disease-associated microglial response to plaque but suppresses response to tau pathology,Molecular Neurodegeneration,"Kristine M Tran , Nellie E Kwang , Claire A Butler , Angela Gomez-Arboledas , Shimako Kawauchi  , Cassandra Mar , Donna Chao , Rocio A Barahona , Celia Da Cunha , Kate I Tsourmas , Zechuan Shi , Shuling Wang , Sherilyn Collins , Amber Walker , Kai-Xuan Shi , Joshua A Alcantara , Jonathan Neumann , Duc M Duong , Nicholas T Seyfried , Andrea J Tenner    , Frank M LaFerla  , Lindsay A Hohsfield , Vivek Swarup   , Grant R MacGregor  , Kim N Green","Tran, K. M., Kwang, N. E., Butler, C. A., Gomez-Arboledas, A., Kawauchi, S., Mar, C., ... & Green, K. N. (2025). APOE Christchurch enhances a disease-associated microglial response to plaque but suppresses response to tau pathology. Molecular Neurodegeneration, 20(1), 9.","Background: Apolipoprotein E ε4 (APOE4) is the strongest genetic risk factor for late-onset Alzheimer's disease (LOAD). A recent case report identified a rare variant in APOE, APOE3-R136S (Christchurch), proposed to confer resistance to autosomal dominant Alzheimer's Disease (AD). However, it remains unclear whether and how this variant exerts its protective effect. Methods: We introduced the R136S variant into mouse Apoe (ApoeCh) and investigated its effect on the development of AD-related pathology using the 5xFAD model of amyloidosis and the PS19 model of tauopathy. We used immunohistochemical and biochemical analysis along with single-cell spatial omics and bulk proteomics to explore the impact of the ApoeCh variant on AD pathological development and the brain's response to plaques and tau. Results: In 5xFAD mice, ApoeCh enhances a Disease-Associated Microglia (DAM) phenotype in microglia surrounding plaques, and reduces plaque load, dystrophic neurites, and plasma neurofilament light chain. By contrast, in PS19 mice, ApoeCh suppresses the microglial and astrocytic responses to tau-laden neurons and does not reduce tau accumulation or phosphorylation, but partially rescues tau-induced synaptic and myelin loss. We compared how microglia responses differ between the two mouse models to elucidate the distinct DAM signatures induced by ApoeCh. We identified upregulation of antigen presentation-related genes in the DAM response in a PS19 compared to a 5xFAD background, suggesting a differential response to amyloid versus tau pathology that is modulated by the presence of ApoeCh. Bulk proteomics show upregulated mitochondrial protein abundance with ApoeCh in 5xFAD mice, but reductions in mitochondrial and translation associated proteins in PS19 mice. Conclusions: These findings highlight the ability of the ApoeCh variant to modulate microglial responses based on the type of pathology, enhancing DAM reactivity in amyloid models and dampening neuroinflammation to promote protection in tau models. This suggests that the Christchurch variant's protective effects likely involve multiple mechanisms, including changes in receptor binding and microglial programming. Keywords: 5xFAD; APOE Christchurch; Amyloid; DAM; Microglia; PS19; Resilience; Tau.",10.1186/s13024-024-00793-x,22-01-2025,Cortex / Hippocampus,no treatment,No,,
ST046,syn62109935,AD,Human / Mouse,32 (17 individuals),40060644,10x genomics,Visium,PLXNB1 and other signaling drives a pathologic astrocyte state contributing to cognitive decline in Alzheimer's Disease？,bioRxiv,"Natacha Comandante-Lou, Tsering Lama, Kevin Chen, Jinglong Zhang, Bin Hu, Shuhui Liu, Sarah Heuer, Kristen J Brennand, Julie Schneider, Lisa Barnes, Bin Zhang, Minghui Wang, Hongyan Zou, Roland H Friedel, Yiyi Ma, Tracy Young-Pearse, Aiqun Li, Masashi Fujita, David Bennett, Ya Zhang, Vilas Menon, Hans-Ulrich Klein, Mariko Taga, Philip L De Jager","Comandante-Lou, N., Lama, T., Chen, K., Zhang, J., Hu, B., Liu, S., ... & De Jager, P. L. (2025). PLXNB1 and other signaling drives a pathologic astrocyte state contributing to cognitive decline in Alzheimer’s Disease. bioRxiv, 2025-02.","Alzheimer's disease (AD) is marked by the coordinated emergence of disease-associated cell states across multiple cell types. Here, we first performed a meta-analysis of single-nucleus transcriptomic (snRNAseq) data from 869 brains of diverse decedents, confirming the critical role of an SLC38A2 high SMTN high CACNA1D high astrocyte subset, Astrocyte 10 (Ast10), in AD and aging-related cognitive decline. We then investigated the signaling drivers of Ast10's emergence in the aging brain, focusing on interactions among microglial and astrocytic subsets. Analysis of the snRNAseq data prioritized a set of ligands and receptors that are robustly predictive of Ast10 proportions across participants, and we confirm our predictions in multiple studies. Independent validation with spatial transcriptomics reveals striking colocalization of these prioritized ligands with the Ast10 signature in AD brain tissue, but not with other astrocytic states. Genetic ablation of a top receptor PLXNB1 in murine and human iPSC-derived astrocytes decreased the Ast10 signature, confirming its regulatory role. Finally, we find that Ast10 may contribute to cognitive decline through synaptic loss and is associated with cognitive decline independent of AD. Thus, Ast10 and its regulators are potential points of convergence for multiple neurodegenerative mechanisms and may be promising targets for therapeutic development to preserve cognitive function.",10.1101/2025.02.24.639868,2/25/25,Hippocampus / Prefrontal cortex,no,No,,
ST047,https://zenodo.org/records/15304115 (need open with python),PD,Human,16 (436157 cells),40323467,10x genomics,Xenium,Oligodendroglia vulnerability in the human dorsal striatum in Parkinson's disease,bioRxiv,"Juan M Barba-Reyes , Lisbeth Harder , Sergio Marco Salas  , Methasit Jaisa-Aad  , Clara Muñoz-Castro  , Leonardo D Garma , Nima Rafati , Mats Nilsson , Bradley T Hyman  , Alberto Serrano-Pozo  , Ana B Muñoz-Manchado","Barba-Reyes, J. M., Harder, L., Salas, S. M., Jaisa-aad, M., Muñoz-Castro, C., Rafati, N., ... & Muñoz-Manchado, A. B. (2025). Oligodendroglia vulnerability in the human dorsal striatum in Parkinson’s disease. bioRxiv, 2025-01.","Oligodendroglia are the responsible cells for myelination in the central nervous system and their involvement in Parkinson's disease (PD) is poorly understood. We performed sn-RNA-seq and image-based spatial transcriptomics of human caudate nucleus and putamen (dorsal striatum) from PD and control brain donors to elucidate the diversity of oligodendroglia and how they are affected by the disease. We profiled a total of ~ 200.000 oligodendroglial nuclei, defining 15 subclasses, from precursor to mature cells, 4 of which are disease-associated. These PD-specific populations are characterized by the overexpression of heat shock proteins, as well as distinct expression signatures related to immune responses, myelination alterations, and disrupted cell signaling pathways. We have also identified impairments in cell communication and oligodendrocyte development, evidenced by changes in neurotransmitter receptors expression and cell adhesion molecules. In addition, we observed significant disruptions in oligodendrocyte development, with aberrant differentiation trajectories and shifts in cell proportions, particularly in the transition from mature oligodendrocytes to disease-associated states. Quantitative immunohistochemical analysis revealed decreased myelin levels in the PD striatum, which correlated with transcriptomic alterations. Furthermore, spatial transcriptomics mapping revealed the distinct localization of disease-associated populations within the striatum, with evidence of impaired myelin integrity. Thus, we uncover oligodendroglia as a critical cell type in PD and a potential new therapeutic target for myelin-based interventions.",10.1007/s00401-025-02884-5,5/5/25,Dorsal striatum,no,No,,
ST048,https://github.com/LieberInstitute/spatialDLPFC/blob/main/README.md (R open),PD,Human,30,38781370,10x genomics,Visium,A data-driven single-cell and spatial transcriptomic map of the human prefrontal cortex,Science,"Louise A Huuki-Myers , Abby Spangler , Nicholas J Eagles , Kelsey D Montgomery , Sang Ho Kwon  , Boyi Guo , Melissa Grant-Peters  , Heena R Divecha , Madhavi Tippani , Chaichontat Sriworarat  , Annie B Nguyen , Prashanthi Ravichandran , Matthew N Tran , Arta Seyedian ; PsychENCODE Consortium†; Thomas M Hyde   , Joel E Kleinman  , Alexis Battle    , Stephanie C Page  , Mina Ryten   , Stephanie C Hicks    , Keri Martinowich    , Leonardo Collado-Torres   , Kristen R Maynard   ; PsychENCODE Consortium","Huuki-Myers, L. A., Spangler, A., Eagles, N. J., Montgomery, K. D., Kwon, S. H., Guo, B., ... & Maynard, K. R. (2024). A data-driven single-cell and spatial transcriptomic map of the human prefrontal cortex. Science, 384(6698), eadh1938.","The molecular organization of the human neocortex historically has been studied in the context of its histological layers. However, emerging spatial transcriptomic technologies have enabled unbiased identification of transcriptionally defined spatial domains that move beyond classic cytoarchitecture. We used the Visium spatial gene expression platform to generate a data-driven molecular neuroanatomical atlas across the anterior-posterior axis of the human dorsolateral prefrontal cortex. Integration with paired single-nucleus RNA-sequencing data revealed distinct cell type compositions and cell-cell interactions across spatial domains. Using PsychENCODE and publicly available data, we mapped the enrichment of cell types and genes associated with neuropsychiatric disorders to discrete spatial domains.",10.1126/science.adh1938,5/24/24,Prefrontal cortex,no,No,,
ST049,https://doi.org/10.17044/scilifelab.22778920,PD,Mouse / Human,19,37667091,10x genomics,Visium,Spatial multimodal analysis of transcriptomes and metabolomes in tissues,Nature Biotechnology,"Marco Vicari , Reza Mirzazadeh , Anna Nilsson , Reza Shariatgorji , Patrik Bjärterot , Ludvig Larsson , Hower Lee , Mats Nilsson , Julia Foyer , Markus Ekvall , Paulo Czarnewski , Xiaoqun Zhang , Per Svenningsson  , Lukas Käll , Per E Andrén , Joakim Lundeberg","Vicari, M., Mirzazadeh, R., Nilsson, A., Shariatgorji, R., Bjärterot, P., Larsson, L., ... & Lundeberg, J. (2024). Spatial multimodal analysis of transcriptomes and metabolomes in tissues. Nature Biotechnology, 42(7), 1046-1050.","We present a spatial omics approach that combines histology, mass spectrometry imaging and spatial transcriptomics to facilitate precise measurements of mRNA transcripts and low-molecular-weight metabolites across tissue regions. The workflow is compatible with commercially available Visium glass slides. We demonstrate the potential of our method using mouse and human brain samples in the context of dopamine and Parkinson's disease.",10.1038/s41587-023-01937-y,1/7/24,Multiple tissues including brain,no,No,,
ST050,https://zenodo.org/records/13971633,PD,Mouse,7,40353820,Vizgen,MERFISH,Molecular and spatial transcriptomic classification of midbrain dopamine neurons and their alterations in a LRRK2G2019S model of Parkinson’s disease,eLife,"Zachary Gaertner  , Cameron Oram , Amanda Schneeweis  , Elan Schonfeld , Cyril Bolduc , Chuyu Chen  , Daniel Dombeck  , Loukia Parisiadou  , Jean-Francois Poulin , Rajeshwar Awatramani","Gaertner, Z., Oram, C., Schneeweis, A., Schonfeld, E., Bolduc, C., Chen, C., ... & Awatramani, R. (2025). Molecular and spatial transcriptomic classification of midbrain dopamine neurons and their alterations in a LRRK2G2019S model of Parkinson’s disease. eLife, 13, RP101035.","Several studies have revealed that midbrain dopamine (DA) neurons, even within a single neuroanatomical area, display heterogeneous properties. In parallel, studies using singlecell profiling techniques have begun to cluster DA neurons into subtypes based on their molecular signatures. Recent work has shown that molecularly defined DA subtypes within the substantia nigra (SNc) display distinctive anatomic and functional properties, and differential vulnerability in Parkinson's disease (PD). Based on these provocative results, a granular understanding of these putative subtypes and their alterations in PD models, is imperative. We developed an optimized pipeline for single-nuclear RNA sequencing (snRNA-seq) and generated a high-resolution hierarchically organized map revealing 20 molecularly distinct DA neuron subtypes belonging to three main families. We integrated this data with spatial MERFISH technology to map, with high definition, the location of these subtypes in the mouse midbrain, revealing heterogeneity even within neuroanatomical sub-structures. Finally, we demonstrate that in the preclinical LRRK2G2019S knock-in mouse model of PD, subtype organization and proportions are preserved. Transcriptional alterations occur in many subtypes including those localized to the ventral tier SNc, where differential expression is observed in synaptic pathways, which might account for previously described DA release deficits in this model. Our work provides an advancement of current taxonomic schemes of the mouse midbrain DA neuron subtypes, a high-resolution view of their spatial locations, and their alterations in a prodromal mouse model of PD.",10.7554/eLife.101035,12/5/25,Midbrain (dopaminergic regions),no,yes,AD023,4
ST051,https://download.cncb.ac.cn/OMIX/OMIX005484/,PD,Mouse / Human,2,39306046,NA,Immunofluorescence,Investigating the mechanisms of inflammation and immune alterations in Parkinson's disease using spatial transcriptomics techniques,Brain Research Bulletin,"Sen Zhang , Yifan Geng , Xing Jiang , Zhiyuan Sun , Min Yan , Jun Bi , Xuewen Tian , Qinglu Wang","Zhang, S., Geng, Y., Jiang, X., Sun, Z., Yan, M., Bi, J., ... & Wang, Q. (2024). Investigating the mechanisms of inflammation and immune alterations in Parkinson's disease using spatial transcriptomics techniques. Brain Research Bulletin, 217, 111076.","In recent years, overwhelming evidence has emphasized the crucial role of inflammation in the pathogenesis of PD. However, the exact mechanisms by which inflammation damages dopaminergic neurons in PD are still unclear. Therefore, we generated a MPTP-induced PD mouse model and performed spatial transcriptomic sequencing to provide more insight into the process of PD development at specific brain regions. Our results indicate that the pathological changes of PD are mainly manifested in the midbrain, especially in the substantia nigra region, with significant reductions in oligodendrocytes and Agt-labeled astrocytes and an increase in Gfap-labeled astrocytes. Macrophages displayed an increasing trend in the PD environment, indicating a pattern of immune modulation induced by PD. Moreover, pathway analysis revealed significant impairments in ion migration ability, abnormal Ca2+ channels, cAMP signaling, and synaptic damage in PD. Significant downregulation of Mt1 and Mt2 and upregulation of Atp1b2, Gpi1, and Cox6a1 in PD further underscored the occurrence of intense inflammation and immune alterations. On the basis of these findings, we have validated the significant accumulation of Ca2+ in the midbrain tissue in the PD environment by measuring its content. Additionally, we have demonstrated a close association between the reduction of dopaminergic neurons, represented by the midbrain region, and ferroptosis by evaluating the iron content, malondialdehyde (MDA) levels, and the protein expression of GPX4 and TH in the tissue. We propose the hypothesis that PD-related inflammation and immune changes can induce neuronal and oligodendrocyte damage through the induction of ferroptosis, thereby further accelerating the progression of PD.",10.1016/j.brainresbull.2024.111076,15-10-2024,"Cortex, striatum, etc.",no,no,,
ST052,https://parkinsonsroadmap.org/report/spatial-transcriptomics-reveals-molecular-dysfunction-associated-with-cortical-lewy-pathology-dataset-raw-sequencing-files/?utm_source=chatgpt.com#,PD,Human,10 (8 human; 12 mouse),38531900,10x genomics,Visium,Spatial transcriptomics reveals molecular dysfunction associated with cortical Lewy pathology,Nature communications,"Thomas M Goralski  , Lindsay Meyerdirk  , Libby Breton  , Laura Brasseur  , Kevin Kurgat  , Daniella DeWeerd  , Lisa Turner , Katelyn Becker , Marie Adams , Daniel J Newhouse , Michael X Henderson","Goralski, T. M., Meyerdirk, L., Breton, L., Brasseur, L., Kurgat, K., DeWeerd, D., ... & Henderson, M. X. (2024). Spatial transcriptomics reveals molecular dysfunction associated with cortical Lewy pathology. Nature communications, 15(1), 2642.","A key hallmark of Parkinson's disease (PD) is Lewy pathology. Composed of α-synuclein, Lewy pathology is found both in dopaminergic neurons that modulate motor function, and cortical regions that control cognitive function. Recent work has established the molecular identity of dopaminergic neurons susceptible to death, but little is known about cortical neurons susceptible to Lewy pathology or molecular changes induced by aggregates. In the current study, we use spatial transcriptomics to capture whole transcriptome signatures from cortical neurons with α-synuclein pathology compared to neurons without pathology. We find, both in PD and related PD dementia, dementia with Lewy bodies and in the pre-formed fibril α-synucleinopathy mouse model, that specific classes of excitatory neurons are vulnerable to developing Lewy pathology. Further, we identify conserved gene expression changes in aggregate-bearing neurons that we designate the Lewy-associated molecular dysfunction from aggregates (LAMDA) signature. Neurons with aggregates downregulate synaptic, mitochondrial, ubiquitin-proteasome, endo-lysosomal, and cytoskeletal genes and upregulate DNA repair and complement/cytokine genes. Our results identify neurons vulnerable to Lewy pathology in the PD cortex and describe a conserved signature of molecular dysfunction in both mice and humans.",10.1038/s41467-024-47027-8,26-03-2024,Cortex,no,No,,
ST055,https://zenodo.org/records/15126918,PD,Mouse,16,39372781,10x genomics,Xenium,Imaging spatial transcriptomics reveals molecular patterns of vulnerability to pathology in a transgenic α-synucleinopathy mode,bioRxiv,"Liam Horan-Portelance , Michiyo Iba , Dominic J Acri , J Raphael Gibbs , Mark R Cookson","Horan-Portelance, L., Iba, M., Acri, D. J., Gibbs, J. R., & Cookson, M. R. (2024). Imaging spatial transcriptomics reveals molecular patterns of vulnerability to pathology in a transgenic α-synucleinopathy model. bioRxiv.","In Parkinson's disease and dementia with Lewy bodies, aggregated and phosphorylated α-synuclein pathology appears in select neurons throughout cortical and subcortical regions, but little is currently known about why certain populations are selectively vulnerable. Here, using imaging spatial transcriptomics (IST) coupled with downstream immunofluorescence for α-synuclein phosphorylated at Ser129 (pSyn) in the same tissue sections, we identified neuronal subtypes in the cortex and hippocampus of transgenic human α-synuclein-overexpressing mice that preferentially developed pSyn pathology. Additionally, we investigated the transcriptional underpinnings of this vulnerability, pointing to expression of Plk2, which phosphorylates α-synuclein at Ser129, and human SNCA (hSNCA), as key to pSyn pathology development. Finally, we performed differential expression analysis, revealing gene expression changes broadly downstream of hSNCA overexpression, as well as pSyn-dependent alterations in mitochondrial and endolysosomal genes. Overall, this study yields new insights into the formation of α-synuclein pathology and its downstream effects in a synucleinopathy mouse model.",10.1101/2024.07.31.606032,14-12-2024,Multiple brain regions,no,No,,
ST056,CRA015600 (The data is hard to download),PD,Mouse / Human,2,40410211,10x genomics,Visium,Oligodendrocyte-astrocyte crosstalk in Parkinson's disease mediates neuronal ferroptosis via the FGF signaling pathway,npj Parkinson's Disease,"Sen Zhang , Min Yan , Xing Jiang , Youhan Liu , Wen Ma , Ling Ding , Zhimin Lu , Ying Luo , Xuewen Tian , Qinglu Wang","Zhang, S., Yan, M., Jiang, X., Liu, Y., Ma, W., Ding, L., ... & Wang, Q. (2025). Oligodendrocyte-astrocyte crosstalk in Parkinson’s disease mediates neuronal ferroptosis via the FGF signaling pathway. npj Parkinson's Disease, 11(1), 1-16.","Parkinson's disease (PD), as a neurodegenerative disorder, is characterized primarily by damage to the central nervous system, accompanied by astrocyte dysfunction and the activation of ferroptosis. Recent studies have shown that oligodendrocytes also exhibit functional abnormalities in the brains of PD patients and are involved in the ferroptotic process. However, it remains unclear whether there is an interaction between oligodendrocytes and astrocytes and how they induce neuronal ferroptosis. Here, we employed single-nucleus sequencing and spatial transcriptomics to characterize the intercellular communication network between oligodendrocytes and astrocytes in the PD environment. Among these, astrocytes are the primary recipients of signals sent by oligodendrocytes in the FGF (Fibroblast growth factors) signaling pathway. In PD, the communication intensity is weakened, involving FGF1 and FGF9 and their receptors FGFR1, FGFR2, and FGFR3. Subsequently, we further validated the significant activation of mitochondrial oxidative phosphorylation processes within oligodendrocytes and astrocytes in PD mice, and that astrocytes might also involve the interaction of Mt1 and Ca2+. Additionally, we demonstrated a significant reduction in the number of DA neurons in the SN region and a notable activation of ferroptosis, alongside a significant decrease in the antioxidant pathway NRF2/SLC7A11/GPX4. In summary, our data elucidate that ferroptosis in the midbrain SN region preferentially occurs in astrocytes under the dysregulation of oligodendrocytes, leading to ferroptosis in DA neurons. Thus, our study highlights the crucial role of oligodendrocyte-astrocyte crosstalk in driving neuronal inactivation and inflammatory expansion in PD.",10.1038/s41531-025-00995-0,23-05-2025,Cortex / Striatum,no,yes,,
ST057,GSE256319,PD,Mouse / Human,1,39111312,BGI,Stereo-seq,Nova-ST: Nano-Patterned Ultra-Dense platform for spatial transcriptomics,Cell Reports Methods,"Suresh Poovathingal , Kristofer Davie , Lars E Borm , Roel Vandepoel , Nicolas Poulvellarie , Annelien Verfaillie , Nikky Corthout , Stein Aerts","Poovathingal, S., Davie, K., Borm, L. E., Vandepoel, R., Poulvellarie, N., Verfaillie, A., ... & Aerts, S. (2024). Nova-ST: Nano-patterned ultra-dense platform for spatial transcriptomics. Cell Reports Methods, 4(8).","Spatial transcriptomics workflows using barcoded capture arrays are commonly used for resolving gene expression in tissues. However, existing techniques are either limited by capture array density or are cost prohibitive for large-scale atlasing. We present Nova-ST, a dense nano-patterned spatial transcriptomics technique derived from randomly barcoded Illumina sequencing flow cells. Nova-ST enables customized, low-cost, flexible, and high-resolution spatial profiling of large tissue sections. Benchmarking on mouse brain sections demonstrates significantly higher sensitivity compared to existing methods at a reduced cost.",10.1016/j.crmeth.2024.100831,19-08-2024,Multiple brain regions (as examples),no,No,,
