Paper_ID,Public_data_id,Disease,Pubmed_id,protocol,methodology,title,author,citation,abstract,doi,Date_Published,Brain_Region,Species,Cell numbers,
FTD006,GSE264012,FTD,39289761,10X Genomics,Single-cell RNA sequencing,"Molecular pathology, developmental changes and synaptic dysfunction in (pre-) symptomatic human C9ORF72-ALS/FTD cerebral organoids","Astrid T van der Geest 1, Channa E Jakobs 1, Tijana Ljubikj 1, Christiaan F M Huffels 1, Marta Cañizares Luna 1, Renata Vieira de Sá 1, Youri Adolfs 1, Marina de Wit 1, Daan H Rutten 1, Marthe Kaal 1, Maria M Zwartkruis 2 3, Mireia Carcolé 4, Ewout J N Groen 2, Elly M Hol 1, Onur Basak 1, Adrian M Isaacs 4, Henk-Jan Westeneng 2, Leonard H van den Berg 2, Jan H Veldink 2, Domino K Schlegel 1, R Jeroen Pasterkamp 5","van der Geest, A. T., Jakobs, C. E., Ljubikj, T., Huffels, C. F. M., Cañizares Luna, M., Vieira de Sá, R., Adolfs, Y., de Wit, M., Rutten, D. H., Kaal, M., Zwartkruis, M. M., Carcolé, M., Groen, E. J. N., Hol, E. M., Basak, O., Isaacs, A. M., Westeneng, H. J., van den Berg, L. H., Veldink, J. H., Schlegel, D. K., … Pasterkamp, R. J. (2024). Molecular pathology, developmental changes and synaptic dysfunction in (pre-) symptomatic human C9ORF72-ALS/FTD cerebral organoids. Acta neuropathologica communications, 12(1), 152. https://doi.org/10.1186/s40478-024-01857-1","A hexanucleotide repeat expansion (HRE) in C9ORF72 is the most common genetic cause of amyotrophic lateral sclerosis (ALS) and frontotemporal dementia (FTD). Human brain imaging and experimental studies indicate early changes in brain structure and connectivity in C9-ALS/FTD, even before symptom onset. Because these early disease phenotypes remain incompletely understood, we generated iPSC-derived cerebral organoid models from C9-ALS/FTD patients, presymptomatic C9ORF72-HRE (C9-HRE) carriers, and controls. Our work revealed the presence of all three C9-HRE-related molecular pathologies and developmental stage-dependent size phenotypes in cerebral organoids from C9-ALS/FTD patients. In addition, single-cell RNA sequencing identified changes in cell type abundance and distribution in C9-ALS/FTD organoids, including a reduction in the number of deep layer cortical neurons and the distribution of neural progenitors. Further, molecular and cellular analyses and patch-clamp electrophysiology detected various changes in synapse structure and function. Intriguingly, organoids from all presymptomatic C9-HRE carriers displayed C9-HRE molecular pathology, whereas the extent to which more downstream cellular defects, as found in C9-ALS/FTD models, were detected varied for the different presymptomatic C9-HRE cases. Together, these results unveil early changes in 3D human brain tissue organization and synaptic connectivity in C9-ALS/FTD that likely constitute initial pathologies crucial for understanding disease onset and the design of therapeutic strategies.",https://doi.org/10.1186/s40478-024-01857-1,9/18/24,cerebral,iPSC,"21,113",
FTD007,syn52082747,FTD,39265576,10x Genomics,Single-nucleus RNA sequencing,Cross-disorder and disease-specific pathways in dementia revealed by single-cell genomics,"Jessica E Rexach 1, Yuyan Cheng 2, Lawrence Chen 2, Damon Polioudakis 2, Li-Chun Lin 3, Vivianne Mitri 2, Andrew Elkins 2, Xia Han 2, Mai Yamakawa 2, Anna Yin 2, Daniela Calini 4, Riki Kawaguchi 2, Jing Ou 2, Jerry Huang 2, Christopher Williams 2, John Robinson 5, Stephanie E Gaus 3, Salvatore Spina 3, Edward B Lee 5, Lea T Grinberg 6, Harry Vinters 2, John Q Trojanowski 5, William W Seeley 6, Dheeraj Malhotra 4, Daniel H Geschwind 7","Rexach, J. E., Cheng, Y., Chen, L., Polioudakis, D., Lin, L. C., Mitri, V., Elkins, A., Han, X., Yamakawa, M., Yin, A., Calini, D., Kawaguchi, R., Ou, J., Huang, J., Williams, C., Robinson, J., Gaus, S. E., Spina, S., Lee, E. B., Grinberg, L. T., … Geschwind, D. H. (2024). Cross-disorder and disease-specific pathways in dementia revealed by single-cell genomics. Cell, 187(20), 5753–5774.e28. https://doi.org/10.1016/j.cell.2024.08.019","The development of successful therapeutics for dementias requires an understanding of their shared and distinct molecular features in the human brain. We performed single-nuclear RNA-seq and ATAC-seq in Alzheimer's disease (AD), frontotemporal dementia (FTD), and progressive supranuclear palsy (PSP), analyzing 41 participants and ∼1 million cells (RNA + ATAC) from three brain regions varying in vulnerability and pathological burden. We identify 32 shared, disease-associated cell types and 14 that are disease specific. Disease-specific cell states represent glial-immune mechanisms and selective neuronal vulnerability impacting layer 5 intratelencephalic neurons in AD, layer 2/3 intratelencephalic neurons in FTD, and layer 5/6 near-projection neurons in PSP. We identify disease-associated gene regulatory networks and cells impacted by causal genetic risk, which differ by disorder. These data illustrate the heterogeneous spectrum of glial and neuronal compositional and gene expression alterations in different dementias and identify therapeutic targets by revealing shared and disease-specific cell states.",https://doi.org/10.1016/j.cell.2024.08.019,10/3/24,"BA4: precentral gyrus, V1: calcarine cortex, INS: insular cortex",Human,,
PD001,GSE202210,PD,39475571,10x Genomics,Single-nucleus RNA sequencing,Single-cell transcriptomic and proteomic analysis of Parkinson's disease brains,"Biqing Zhu 1 2, Jae-Min Park 3 4, Sarah R Coffey 3 5, Anthony Russo 3, I-Uen Hsu 4 6, Jiawei Wang 1 2, Chang Su 1 7, Rui Chang 4 6 8, TuKiet T Lam 9, Pallavi P Gopal 10, Stephen D Ginsberg 11 12, Hongyu Zhao 1, David A Hafler 3 8 13 14, Sreeganga S Chandra 3 4 8, Le Zhang 3 4 8","Zhu, B., Park, J. M., Coffey, S. R., Russo, A., Hsu, I. U., Wang, J., Su, C., Chang, R., Lam, T. T., Gopal, P. P., Ginsberg, S. D., Zhao, H., Hafler, D. A., Chandra, S. S., & Zhang, L. (2024). Single-cell transcriptomic and proteomic analysis of Parkinson's disease brains. Science translational medicine, 16(771), eabo1997. https://doi.org/10.1126/scitranslmed.abo1997","Parkinson’s disease (PD) is a prevalent neurodegenerative disorder, and recent evidence suggests that pathogenesis may be in part mediated by inflammatory processes, the molecular and cellular architectures of which are largely unknown. To identify and characterize selectively vulnerable brain cell populations in PD, we performed single-nucleus transcriptomics and unbiased proteomics to profile the prefrontal cortex from postmortem human brains of six individuals with late-stage PD and six age-matched controls. Analysis of nearly 80,000 nuclei led to the identification of eight major brain cell types, including elevated brain-resident T cells in PD, each with distinct transcriptional changes in agreement with the known genetics of PD. By analyzing Lewy body pathology in the same postmortem brain tissues, we found that α-synuclein pathology was inversely correlated with chaperone expression in excitatory neurons. Examining cell-cell interactions, we found a selective abatement of neuron-astrocyte interactions and enhanced neuroinflammation. Proteomic analyses of the same brains identified synaptic proteins in the prefrontal cortex that were preferentially down-regulated in PD. By comparing this single-cell PD dataset with a published analysis of similar brain regions in Alzheimer’s disease (AD), we found no common differentially expressed genes in neurons but identified many shared differentially expressed genes in glial cells, suggesting that the disease etiologies, especially in the context of neuronal vulnerability, in PD and AD are likely distinct.",https://doi.org/10.1126/scitranslmed.abo1997,10/30/24,prefrontal cortex ,Human,"80,000",
PD003,GSE205367,PD,36142685,10x Genomics,Single-nucleus RNA sequencing,Defining Specific Cell States of MPTP-Induced Parkinson's Disease by Single-Nucleus RNA Sequencing,"Yunxia Guo 1, Junjie Ma 2, Hao Huang 1, Jitao Xu 1, Chao Jiang 1, Kaiqiang Ye 1, Ning Chang 1, Qinyu Ge 1, Guangzhong Wang 2, Xiangwei Zhao 1","Guo, Y., Ma, J., Huang, H., Xu, J., Jiang, C., Ye, K., Chang, N., Ge, Q., Wang, G., & Zhao, X. (2022). Defining Specific Cell States of MPTP-Induced Parkinson's Disease by Single-Nucleus RNA Sequencing. International journal of molecular sciences, 23(18), 10774. https://doi.org/10.3390/ijms231810774","Parkinson's disease (PD) is a neurodegenerative disease with an impairment of movement execution that is related to age and genetic and environmental factors. 1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine (MPTP) is a neurotoxin widely used to induce PD models, but the effect of MPTP on the cells and genes of PD has not been fully elucidated. By single-nucleus RNA sequencing, we uncovered the PD-specific cells and revealed the changes in their cellular states, including astrocytosis and endothelial cells' absence, as well as a cluster of medium spiny neuron cells unique to PD. Furthermore, trajectory analysis of astrocyte and endothelial cell populations predicted candidate target gene sets that might be associated with PD. Notably, the detailed regulatory roles of astrocyte-specific transcription factors Dbx2 and Sox13 in PD were revealed in our work. Finally, we characterized the cell-cell communications of PD-specific cells and found that the overall communication strength was enhanced in PD compared with a matched control, especially the signaling pathways of NRXN and NEGR. Our work provides an overview of the changes in cellular states of the MPTP-induced mouse brain.",https://doi.org/10.3390/ijms231810774,9/15/22,"cerebral cortex, hippocampus, striatum and cerebellum",Mouse,"19,531",
PD007,"GSE118412,GSE132758",PD,32415072,10x Genomics,Single-cell RNA sequencing,Single cell transcriptomics identifies stem cell-derived graft composition in a model of Parkinson's disease,"Katarína Tiklová # 1 2, Sara Nolbrant # 3, Alessandro Fiorenzano # 3, Åsa K Björklund 4, Yogita Sharma 3, Andreas Heuer 3, Linda Gillberg 1 2, Deirdre B Hoban 3, Tiago Cardoso 3, Andrew F Adler 3, Marcella Birtele 3, Hilda Lundén-Miguel 1, Nikolaos Volakakis 1, Agnete Kirkeby 3 5, Thomas Perlmann 6 7, Malin Parmar 8","Tiklová, K., Nolbrant, S., Fiorenzano, A., Björklund, Å. K., Sharma, Y., Heuer, A., Gillberg, L., Hoban, D. B., Cardoso, T., Adler, A. F., Birtele, M., Lundén-Miguel, H., Volakakis, N., Kirkeby, A., Perlmann, T., & Parmar, M. (2020). Single cell transcriptomics identifies stem cell-derived graft composition in a model of Parkinson's disease. Nature communications, 11(1), 2434. https://doi.org/10.1038/s41467-020-16225-5","Cell replacement is a long-standing and realistic goal for the treatment of Parkinson's disease (PD). Cells for transplantation can be obtained from fetal brain tissue or from stem cells. However, after transplantation, dopamine (DA) neurons are seen to be a minor component of grafts, and it has remained difficult to determine the identity of other cell types. Here, we report analysis by single-cell RNA sequencing (scRNA-seq) combined with comprehensive histological analyses to characterize intracerebral grafts from human embryonic stem cells (hESCs) and fetal tissue after functional maturation in a pre-clinical rat PD model. We show that neurons and astrocytes are major components in both fetal and stem cell-derived grafts. Additionally, we identify a cell type closely resembling a class of recently identified perivascular-like cells in stem cell-derived grafts. Thus, this study uncovers previously unknown cellular diversity in a clinically relevant cell replacement PD model.",https://doi.org/10.1038/s41467-020-16225-5,5/15/20,striatum,rat,,No
PD009,GSE197679,PD,38041169,10x Genomics,Single-cell RNA sequencing,MLKL deficiency alleviates neuroinflammation and motor deficits in the α-synuclein transgenic mouse model of Parkinson's disease,"Lu Geng # 1, Wenqing Gao # 1, Hexige Saiyin 2, Yuanyuan Li 1, Yu Zeng 3, Zhifei Zhang 1, Xue Li 3, Zuolong Liu 1, Qiang Gao 1, Ping An 2, Ning Jiang 2, Xiaofei Yu 2, Xiangjun Chen 4, Suhua Li 5, Lei Chen 3, Boxun Lu 2, Aiqun Li 6, Guoyuan Chen 7, Yidong Shen 7, Haibing Zhang 8, Mei Tian 9, Zhuohua Zhang 10 11, Jixi Li 12","Geng, L., Gao, W., Saiyin, H., Li, Y., Zeng, Y., Zhang, Z., Li, X., Liu, Z., Gao, Q., An, P., Jiang, N., Yu, X., Chen, X., Li, S., Chen, L., Lu, B., Li, A., Chen, G., Shen, Y., Zhang, H., … Li, J. (2023). MLKL deficiency alleviates neuroinflammation and motor deficits in the α-synuclein transgenic mouse model of Parkinson's disease. Molecular neurodegeneration, 18(1), 94. https://doi.org/10.1186/s13024-023-00686-5","Parkinson's disease (PD), one of the most devastating neurodegenerative brain disorders, is characterized by the progressive loss of dopaminergic neurons in the substantia nigra (SN) and deposits of α-synuclein aggregates. Currently, pharmacological interventions for PD remain inadequate. The cell necroptosis executor protein MLKL (Mixed-lineage kinase domain-like) is involved in various diseases, including inflammatory bowel disease and neurodegenerative diseases; however, its precise role in PD remains unclear. Here, we investigated the neuroprotective role of MLKL inhibition or ablation against primary neuronal cells and human iPSC-derived midbrain organoids induced by toxic α-Synuclein preformed fibrils (PFFs). Using a mouse model (Tg-Mlkl-/-) generated by crossbreeding the SNCA A53T synuclein transgenic mice with MLKL knockout (KO)mice, we assessed the impact of MLKL deficiency on the progression of Parkinsonian traits. Our findings demonstrate that Tg-Mlkl-/- mice exhibited a significant improvement in motor symptoms and reduced phosphorylated α-synuclein expression compared to the classic A53T transgenic mice. Furthermore, MLKL deficiency alleviated tyrosine hydroxylase (TH)-positive neuron loss and attenuated neuroinflammation by inhibiting the activation of microglia and astrocytes. Single-cell RNA-seq (scRNA-seq) analysis of the SN of Tg-Mlkl-/- mice revealed a unique cell type-specific transcriptome profile, including downregulated prostaglandin D synthase (PTGDS) expression, indicating reduced microglial cells and dampened neuron death. Thus, MLKL represents a critical therapeutic target for reducing neuroinflammation and preventing motor deficits in PD.",https://doi.org/10.1186/s13024-023-00686-5,12/1/23,substantia nigra ,Mouse,"12,029",
PD011,GSE264525,PD,39218899,10x Genomics,Single-cell RNA sequencing,Suppression of the JAK/STAT pathway inhibits neuroinflammation in the line 61-PFF mouse model of Parkinson's disease,"Huixian Hong # 1, Yong Wang # 1, Marissa Menard # 2, Jessica A Buckley 1, Lianna Zhou 1, Laura Volpicelli-Daley 2, David G Standaert 2, Hongwei Qin 3, Etty N Benveniste 4","Hong, H., Wang, Y., Menard, M., Buckley, J. A., Zhou, L., Volpicelli-Daley, L., Standaert, D. G., Qin, H., & Benveniste, E. N. (2024). Suppression of the JAK/STAT pathway inhibits neuroinflammation in the line 61-PFF mouse model of Parkinson's disease. Journal of neuroinflammation, 21(1), 216. https://doi.org/10.1186/s12974-024-03210-8","Parkinson's disease (PD) is characterized by neuroinflammation, progressive loss of dopaminergic neurons, and accumulation of α-synuclein (α-Syn) into insoluble aggregates called Lewy pathology. The Line 61 α-Syn mouse is an established preclinical model of PD; Thy-1 is used to promote human α-Syn expression, and features of sporadic PD develop at 9-18 months of age. To accelerate the PD phenotypes, we injected sonicated human α-Syn preformed fibrils (PFFs) into the striatum, which produced phospho-Syn (p-α-Syn) inclusions in the substantia nigra pars compacta and significantly increased MHC Class II-positive immune cells. Additionally, there was enhanced infiltration and activation of innate and adaptive immune cells in the midbrain. We then used this new model, Line 61-PFF, to investigate the effect of inhibiting the JAK/STAT signaling pathway, which is critical for regulation of innate and adaptive immune responses. After administration of the JAK1/2 inhibitor AZD1480, immunofluorescence staining showed a significant decrease in p-α-Syn inclusions and MHC Class II expression. Flow cytometry showed reduced infiltration of CD4+ T-cells, CD8+ T-cells, CD19+ B-cells, dendritic cells, macrophages, and endogenous microglia into the midbrain. Importantly, single-cell RNA-Sequencing analysis of CD45+ cells from the midbrain identified 9 microglia clusters, 5 monocyte/macrophage (MM) clusters, and 5 T-cell (T) clusters, in which potentially pathogenic MM4 and T3 clusters were associated with neuroinflammatory responses in Line 61-PFF mice. AZD1480 treatment reduced cell numbers and cluster-specific expression of the antigen-presentation genes H2-Eb1, H2-Aa, H2-Ab1, and Cd74 in the MM4 cluster and proinflammatory genes such as Tnf, Il1b, C1qa, and C1qc in the T3 cluster. Together, these results indicate that inhibiting the JAK/STAT pathway suppresses the activation and infiltration of innate and adaptive cells, reducing neuroinflammation in the Line 61-PFF mouse model.",https://doi.org/10.1186/s12974-024-03210-8,9/1/24,midbrain ,Mouse,,
PD014,GSE178265,PD,35513515,10x Genomics,Single-nucleus RNA sequencing,Single-cell genomic profiling of human dopamine neurons identifies a population that selectively degenerates in Parkinson's disease,"Tushar Kamath # 1 2, Abdulraouf Abdulraouf # 1, S J Burris 1, Jonah Langlieb 1, Vahid Gazestani 1, Naeem M Nadaf 1, Karol Balderrama 1, Charles Vanderburg 1, Evan Z Macosko 3 4","Kamath, T., Abdulraouf, A., Burris, S. J., Langlieb, J., Gazestani, V., Nadaf, N. M., Balderrama, K., Vanderburg, C., & Macosko, E. Z. (2022). Single-cell genomic profiling of human dopamine neurons identifies a population that selectively degenerates in Parkinson's disease. Nature neuroscience, 25(5), 588–595. https://doi.org/10.1038/s41593-022-01061-1","The loss of dopamine (DA) neurons within the substantia nigra pars compacta (SNpc) is a defining pathological hallmark of Parkinson's disease (PD). Nevertheless, the molecular features associated with DA neuron vulnerability have not yet been fully identified. Here, we developed a protocol to enrich and transcriptionally profile DA neurons from patients with PD and matched controls, sampling a total of 387,483 nuclei, including 22,048 DA neuron profiles. We identified ten populations and spatially localized each within the SNpc using Slide-seq. A single subtype, marked by the expression of the gene AGTR1 and spatially confined to the ventral tier of SNpc, was highly susceptible to loss in PD and showed the strongest upregulation of targets of TP53 and NR2F2, nominating molecular processes associated with degeneration. This same vulnerable population was specifically enriched for the heritable risk associated with PD, highlighting the importance of cell-intrinsic processes in determining the differential vulnerability of DA neurons to PD-associated degeneration.",https://doi.org/10.1038/s41593-022-01061-1,5/5/22,midbrain,Mouse,"387,483",
PD018,GSE232840,PD,37981650,10x Genomics,Single-cell RNA sequencing,Brain-to-gut trafficking of alpha-synuclein by CD11c+ cells in a mouse model of Parkinson's disease,"Rhonda L McFleder 1, Anastasiia Makhotkina 1, Janos Groh 2, Ursula Keber 3, Fabian Imdahl 4, Josefina Peña Mosca 5, Alina Peteranderl 1, Jingjing Wu 1, Sawako Tabuchi 1, Jan Hoffmann 1, Ann-Kathrin Karl 1, Axel Pagenstecher 3, Jörg Vogel 4, Andreas Beilhack 5, James B Koprich 6 7, Jonathan M Brotchie 6 7, Antoine-Emmanuel Saliba 4 8, Jens Volkmann 1, Chi Wang Ip 9","McFleder, R. L., Makhotkina, A., Groh, J., Keber, U., Imdahl, F., Peña Mosca, J., Peteranderl, A., Wu, J., Tabuchi, S., Hoffmann, J., Karl, A. K., Pagenstecher, A., Vogel, J., Beilhack, A., Koprich, J. B., Brotchie, J. M., Saliba, A. E., Volkmann, J., & Ip, C. W. (2023). Brain-to-gut trafficking of alpha-synuclein by CD11c+ cells in a mouse model of Parkinson's disease. Nature communications, 14(1), 7529. https://doi.org/10.1038/s41467-023-43224-z","Inflammation in the brain and gut is a critical component of several neurological diseases, such as Parkinson's disease (PD). One trigger of the immune system in PD is aggregation of the pre-synaptic protein, α-synuclein (αSyn). Understanding the mechanism of propagation of αSyn aggregates is essential to developing disease-modifying therapeutics. Using a brain-first mouse model of PD, we demonstrate αSyn trafficking from the brain to the ileum of male mice. Immunohistochemistry revealed that the ileal αSyn aggregations are contained within CD11c+ cells. Using single-cell RNA sequencing, we demonstrate that ileal CD11c+ cells are microglia-like and the same subtype of cells is activated in the brain and ileum of PD mice. Moreover, by utilizing mice expressing the photo-convertible protein, Dendra2, we show that CD11c+ cells traffic from the brain to the ileum. Together these data provide a mechanism of αSyn trafficking between the brain and gut.",https://doi.org/10.1038/s41467-023-43224-z,11/20/23,"brain, ileum, and spleen",Mouse,"5,956",
PD019,"GSE247600,GSE249360",PD,38132179,SMART-Seq,Single-nucleus RNA sequencing,Single-Cell Transcriptomics and In Vitro Lineage Tracing Reveals Differential Susceptibility of Human iPSC-Derived Midbrain Dopaminergic Neurons in a Cellular Model of Parkinson's Disease,"Lucia F Cardo 1, Jimena Monzón-Sandoval 1, Zongze Li 1 2, Caleb Webber 1, Meng Li 2","Cardo, L. F., Monzón-Sandoval, J., Li, Z., Webber, C., & Li, M. (2023). Single-Cell Transcriptomics and In Vitro Lineage Tracing Reveals Differential Susceptibility of Human iPSC-Derived Midbrain Dopaminergic Neurons in a Cellular Model of Parkinson's Disease. Cells, 12(24), 2860. https://doi.org/10.3390/cells12242860","Advances in stem cell technologies open up new avenues for modelling development and diseases. The success of these pursuits, however, relies on the use of cells most relevant to those targeted by the disease of interest, for example, midbrain dopaminergic neurons for Parkinson's disease. In the present study, we report the generation of a human induced pluripotent stem cell (iPSC) line capable of purifying and tracing nascent midbrain dopaminergic progenitors and their differentiated progeny via the expression of a Blue Fluorescent Protein (BFP). This was achieved by CRISPR/Cas9-assisted knock-in of BFP and Cre into the safe harbour locus AAVS1 and an early midbrain dopaminergic lineage marker gene LMX1A, respectively. Immunocytochemical analysis and single-cell RNA sequencing of iPSC-derived neural cultures confirm developmental recapitulation of the human fetal midbrain and high-quality midbrain cells. By modelling Parkinson's disease-related drug toxicity using 1-Methyl-4-phenylpyridinium (MPP+), we showed a preferential reduction of BFP+ cells, a finding demonstrated independently by cell death assays and single-cell transcriptomic analysis of MPP+ treated neural cultures. Together, these results highlight the importance of disease-relevant cell types in stem cell modelling.",https://doi.org/10.3390/cells12242860,12/18/23,midbrain,Human iPSC,776,
PD020,GSE233866,PD,38587883,10x Genomics,Single-nucleus RNA sequencing,Transcriptomic atlas of midbrain dopamine neurons uncovers differential vulnerability in a Parkinsonism lesion model,"Behzad Yaghmaeian Salmani 1, Laura Lahti 1, Linda Gillberg 1, Jesper Kjaer Jacobsen 1 2, Ioannis Mantas 3, Per Svenningsson 3, Thomas Perlmann 1","Yaghmaeian Salmani, B., Lahti, L., Gillberg, L., Jacobsen, J. K., Mantas, I., Svenningsson, P., & Perlmann, T. (2024). Transcriptomic atlas of midbrain dopamine neurons uncovers differential vulnerability in a Parkinsonism lesion model. eLife, 12, RP89482. https://doi.org/10.7554/eLife.89482","Midbrain dopamine (mDA) neurons comprise diverse cells with unique innervation targets and functions. This is illustrated by the selective sensitivity of mDA neurons of the substantia nigra compacta (SNc) in patients with Parkinson's disease, while those in the ventral tegmental area (VTA) are relatively spared. Here, we used single nuclei RNA sequencing (snRNA-seq) of approximately 70,000 mouse midbrain cells to build a high-resolution atlas of mouse mDA neuron diversity at the molecular level. The results showed that differences between mDA neuron groups could best be understood as a continuum without sharp differences between subtypes. Thus, we assigned mDA neurons to several 'territories' and 'neighborhoods' within a shifting gene expression landscape where boundaries are gradual rather than discrete. Based on the enriched gene expression patterns of these territories and neighborhoods, we were able to localize them in the adult mouse midbrain. Moreover, because the underlying mechanisms for the variable sensitivities of diverse mDA neurons to pathological insults are not well understood, we analyzed surviving neurons after partial 6-hydroxydopamine (6-OHDA) lesions to unravel gene expression patterns that correlate with mDA neuron vulnerability and resilience. Together, this atlas provides a basis for further studies on the neurophysiological role of mDA neurons in health and disease.",https://doi.org/10.7554/elife.89482,4/8/24,Ventral midbrains,Mouse,"70,464",
PD023,GSE271781,PD,40353820,10x Genomics,Single-nucleus RNA sequencing,Molecular and spatial transcriptomic classification of midbrain dopamine neurons and their alterations in a LRRK2G2019S model of Parkinson's disease,"Zachary Gaertner # 1 2 3, Cameron Oram # 4, Amanda Schneeweis 1 3, Elan Schonfeld 1, Cyril Bolduc 4, Chuyu Chen 3 5, Daniel Dombeck 2 3, Loukia Parisiadou 3, Jean-Francois Poulin 4, Rajeshwar Awatramani 1 3","Gaertner, Z., Oram, C., Schneeweis, A., Schonfeld, E., Bolduc, C., Chen, C., Dombeck, D., Parisiadou, L., Poulin, J. F., & Awatramani, R. (2025). Molecular and spatial transcriptomic classification of midbrain dopamine neurons and their alterations in a LRRK2G2019S model of Parkinson's disease. eLife, 13, RP101035. https://doi.org/10.7554/eLife.101035","Several studies have revealed that midbrain dopamine (DA) neurons, even within a single neuroanatomical area, display heterogeneous properties. In parallel, studies using singlecell profiling techniques have begun to cluster DA neurons into subtypes based on their molecular signatures. Recent work has shown that molecularly defined DA subtypes within the substantia nigra (SNc) display distinctive anatomic and functional properties, and differential vulnerability in Parkinson's disease (PD). Based on these provocative results, a granular understanding of these putative subtypes and their alterations in PD models, is imperative. We developed an optimized pipeline for single-nuclear RNA sequencing (snRNA-seq) and generated a high-resolution hierarchically organized map revealing 20 molecularly distinct DA neuron subtypes belonging to three main families. We integrated this data with spatial MERFISH technology to map, with high definition, the location of these subtypes in the mouse midbrain, revealing heterogeneity even within neuroanatomical sub-structures. Finally, we demonstrate that in the preclinical LRRK2G2019S knock-in mouse model of PD, subtype organization and proportions are preserved. Transcriptional alterations occur in many subtypes including those localized to the ventral tier SNc, where differential expression is observed in synaptic pathways, which might account for previously described DA release deficits in this model. Our work provides an advancement of current taxonomic schemes of the mouse midbrain DA neuron subtypes, a high-resolution view of their spatial locations, and their alterations in a prodromal mouse model of PD.",https://doi.org/10.7554/elife.101035,5/12/25,ventral midbrain ,Mouse,"28,532",
PD025,"GSE228843,GSE235330",PD,40178224,10x Genomics,Single-nucleus RNA sequencing,Synaptic deregulation of cholinergic projection neurons causes olfactory dysfunction across five fly Parkinsonism models,"Ulrike Pech # 1 2, Jasper Janssens # 1 3 4, Nils Schoovaerts 1 2, Sabine Kuenen 1 2, Carles Calatayud Aristoy 1 2, Sandra F Gallego 1 2, Samira Makhzami 1 3 4, Gert J Hulselmans 1 3 4, Suresh Poovathingal 1 3 4 5, Kristofer Davie 1 3 4 5, Adekunle T Bademosi 1 2, Jef Swerts 1 2, Sven Vilain 1 2, Stein Aerts 1 3 4, Patrik Verstreken 1 2","Pech, U., Janssens, J., Schoovaerts, N., Kuenen, S., Calatayud Aristoy, C., Gallego, S. F., Makhzami, S., Hulselmans, G. J., Poovathingal, S., Davie, K., Bademosi, A. T., Swerts, J., Vilain, S., Aerts, S., & Verstreken, P. (2025). Synaptic deregulation of cholinergic projection neurons causes olfactory dysfunction across five fly Parkinsonism models. eLife, 13, RP98348. https://doi.org/10.7554/eLife.98348","The classical diagnosis of Parkinsonism is based on motor symptoms that are the consequence of nigrostriatal pathway dysfunction and reduced dopaminergic output. However, a decade prior to the emergence of motor issues, patients frequently experience non-motor symptoms, such as a reduced sense of smell (hyposmia). The cellular and molecular bases for these early defects remain enigmatic. To explore this, we developed a new collection of five fruit fly models of familial Parkinsonism and conducted single-cell RNA sequencing on young brains of these models. Interestingly, cholinergic projection neurons are the most vulnerable cells, and genes associated with presynaptic function are the most deregulated. Additional single nucleus sequencing of three specific brain regions of Parkinson's disease patients confirms these findings. Indeed, the disturbances lead to early synaptic dysfunction, notably affecting cholinergic olfactory projection neurons crucial for olfactory function in flies. Correcting these defects specifically in olfactory cholinergic interneurons in flies or inducing cholinergic signaling in Parkinson mutant human induced dopaminergic neurons in vitro using nicotine, both rescue age-dependent dopaminergic neuron decline. Hence, our research uncovers that one of the earliest indicators of disease in five different models of familial Parkinsonism is synaptic dysfunction in higher-order cholinergic projection neurons and this contributes to the development of hyposmia. Furthermore, the shared pathways of synaptic failure in these cholinergic neurons ultimately contribute to dopaminergic dysfunction later in life.",https://doi.org/10.7554/elife.98348,4/3/25,whole,fly,,
PD026,"GSE237133,GSE264097",PD,40246848,GEXSCOPE,Single-cell RNA sequencing,MIRO1 mutation leads to metabolic maladaptation resulting in Parkinson's disease-associated dopaminergic neuron loss,"Alise Zagare # 1, Thomas Sauter # 2, Kyriaki Barmpa 1, Maria Pacheco 2, Rejko Krüger 3 4 5, Jens Christian Schwamborn 6, Claudia Saraiva 7","Zagare, A., Sauter, T., Barmpa, K., Pacheco, M., Krüger, R., Schwamborn, J. C., & Saraiva, C. (2025). MIRO1 mutation leads to metabolic maladaptation resulting in Parkinson's disease-associated dopaminergic neuron loss. NPJ systems biology and applications, 11(1), 37. https://doi.org/10.1038/s41540-025-00509-x","MIRO1 is a mitochondrial outer membrane protein important for mitochondrial distribution, dynamics and bioenergetics. Over the last decade, evidence has pointed to a link between MIRO1 and Parkinson's disease (PD) pathogenesis. Moreover, a heterozygous MIRO1 mutation (p.R272Q) was identified in a PD patient, from which an iPSC-derived midbrain organoid model was derived, showing MIRO1 mutant-dependent selective loss of dopaminergic neurons. Herein, we use patient-specific iPSC-derived midbrain organoids carrying the MIRO1 p.R272Q mutation to further explore the cellular and molecular mechanisms involved in dopaminergic neuron degeneration. Using single-cell RNA sequencing (scRNAseq) analysis and metabolic modeling we show that the MIRO1 p.R272Q mutation affects the dopaminergic neuron developmental path leading to metabolic deficits and disrupted neuron-astrocyte metabolic crosstalk, which might represent an important pathogenic mechanism leading to their loss.",https://doi.org/10.1038/s41540-025-00509-x,4/17/25,Midbrain organoid ,Human iPSC,,
