Paper_id,Dataset_id,Public_dataset_id,slide_id,Pubmed_id,Disease,Status,Control,Species,Brain_region,Sex,Stage,Age,N_cells,Methodology,model,
ST014,ST013007,GSM6937699,WT,36819717,AD,Healthy,NA,Mouse,whole brain,Male,No data available,7mo,,Visium,C57BL/6J,
ST014,ST013008,GSM6937700,APP/PS1,36819717,AD,Disease,ST014001,Mouse,whole brain,Male,No data available,7mo,,Visium,APP/PS1,
ST014,ST013009,GSM6937701,APP/PS1+MOX,36819717,AD,Disease,ST014002,Mouse,whole brain,Male,No data available,7mo,,Visium,APP/PS1,
ST015,ST013010,GSM6742900,GSM6742900-A2776-294A,37436901,AD,Disease,NA,Mouse,brain,no data available,no data available,no data available,,Visium,APP/PS +,
ST015,ST013011,GSM6742901,GSM6742901-A2776-295A,37436901,AD,Disease,NA,Mouse,brain,no data available,no data available,no data available,,Visium,APP/PS +,
ST015,ST013012,GSM6742902,GSM6742902-A2779-294C,37436901,AD,Disease,NA,Mouse,brain,no data available,no data available,no data available,,Visium,APP/PS +,
ST015,ST013013,GSM6742903,GSM6742903-A2779-295C,37436901,AD,Disease,NA,Mouse,brain,no data available,no data available,no data available,,Visium,APP/PS +,
ST015,ST013014,GSM6742904,GSM6742904-A2788-294B,37436901,AD,Disease,"ST015001,ST015002,ST015003,ST015004",Mouse,brain,no data available,no data available,no data available,,Visium,APP/PS +,
ST015,ST013015,GSM6742905,GSM6742905-A2788-295B,37436901,AD,Disease,"ST015001,ST015002,ST015003,ST015004",Mouse,brain,no data available,no data available,no data available,,Visium,APP/PS +,
ST015,ST013016,GSM6742906,GSM6742906-A2780-294D,37436901,AD,Disease,"ST015001,ST015002,ST015003,ST015004",Mouse,brain,no data available,no data available,no data available,,Visium,APP/PS +,
ST015,ST013017,GSM6742907,GSM6742907-A2780-295D,37436901,AD,Disease,"ST015001,ST015002,ST015003,ST015004",Mouse,brain,no data available,no data available,no data available,,Visium,APP/PS +,
ST016,ST016001,,H20.33.001.CX28.MTG.02.007.1.02.02,37292694,AD,Mixed,NA,Human,Middle Temporal Gyrus,no data available,no data available,no data available,,MERFISH,no data available,
ST016,ST016002,,H20.33.004.Cx26.MTG.02.007.1.02.03,37292694,AD,Mixed,NA,Human,Middle Temporal Gyrus,no data available,no data available,no data available,,MERFISH,no data available,
ST016,ST016003,,H20.33.040.Cx25.MTG.02.007.1.01.03,37292694,AD,Mixed,NA,Human,Middle Temporal Gyrus,no data available,no data available,no data available,,MERFISH,no data available,
ST016,ST016004,,H20.33.044.Cx26.MTG.02.007.1.01.04,37292694,AD,Mixed,NA,Human,Middle Temporal Gyrus,no data available,no data available,no data available,,MERFISH,no data available,
ST016,ST016005,,H20.33.035.Cx26.MTG.02.007.1.01.04,37292694,AD,Mixed,NA,Human,Middle Temporal Gyrus,no data available,no data available,no data available,,MERFISH,no data available,
ST016,ST016006,,H21.33.021.Cx26.MTG.02.007.1.06,37292694,AD,Mixed,NA,Human,Middle Temporal Gyrus,no data available,no data available,no data available,,MERFISH,no data available,
ST016,ST016007,,H20.33.004.Cx26.MTG.02.007.1.02.04,37292694,AD,Mixed,NA,Human,Middle Temporal Gyrus,no data available,no data available,no data available,,MERFISH,no data available,
ST016,ST016008,,H21.33.032.CX24.MTG.02.007.1.01.04,37292694,AD,Mixed,NA,Human,Middle Temporal Gyrus,no data available,no data available,no data available,,MERFISH,no data available,
ST016,ST016009,,H21.33.013.Cx24.MTG.02.007.1.06,37292694,AD,Mixed,NA,Human,Middle Temporal Gyrus,no data available,no data available,no data available,,MERFISH,no data available,
ST016,ST016010,,H21.33.023.Cx26.MTG.02.007.1.03.05,37292694,AD,Mixed,NA,Human,Middle Temporal Gyrus,no data available,no data available,no data available,,MERFISH,no data available,
ST016,ST016011,,H20.33.012.Cx24.MTG.02.007.1.03.03,37292694,AD,Mixed,NA,Human,Middle Temporal Gyrus,no data available,no data available,no data available,,MERFISH,no data available,
ST016,ST016012,,H20.33.044.Cx26.MTG.02.007.1.01.03,37292694,AD,Mixed,NA,Human,Middle Temporal Gyrus,no data available,no data available,no data available,,MERFISH,no data available,
ST016,ST016013,,H20.33.004.Cx26.MTG.02.007.1.02.02,37292694,AD,Mixed,NA,Human,Middle Temporal Gyrus,no data available,no data available,no data available,,MERFISH,no data available,
ST016,ST016014,,H20.33.001.CX28.MTG.02.007.1.02.03,37292694,AD,Mixed,NA,Human,Middle Temporal Gyrus,no data available,no data available,no data available,,MERFISH,no data available,
ST016,ST016015,,H20.33.012.Cx24.MTG.02.007.1.01.01,37292694,AD,Mixed,NA,Human,Middle Temporal Gyrus,no data available,no data available,no data available,,MERFISH,no data available,
ST016,ST016016,,H21.33.005.Cx18.MTG.02.007.02.04,37292694,AD,Mixed,NA,Human,Middle Temporal Gyrus,no data available,no data available,no data available,,MERFISH,no data available,
ST016,ST016017,,H21.33.011.Cx26.MTG.02.007.3.01.05,37292694,AD,Mixed,NA,Human,Middle Temporal Gyrus,no data available,no data available,no data available,,MERFISH,no data available,
ST016,ST016018,,H21.33.019.Cx30.MTG.02.007.5.01.01,37292694,AD,Mixed,NA,Human,Middle Temporal Gyrus,no data available,no data available,no data available,,MERFISH,no data available,
ST016,ST016019,,H21.33.006.Cx28.MTG.02.007.1.01.09.03,37292694,AD,Mixed,NA,Human,Middle Temporal Gyrus,no data available,no data available,no data available,,MERFISH,no data available,
ST016,ST016020,,H20.33.001.Cx28.MTG.02.007.1.01.03,37292694,AD,Mixed,NA,Human,Middle Temporal Gyrus,no data available,no data available,no data available,,MERFISH,no data available,
ST016,ST016021,,H20.33.004.Cx26.MTG.02.007.1.01.05,37292694,AD,Mixed,NA,Human,Middle Temporal Gyrus,no data available,no data available,no data available,,MERFISH,no data available,
ST016,ST016022,,H21.33.038.Cx20.MTG.02.007.3.01.04,37292694,AD,Mixed,NA,Human,Middle Temporal Gyrus,no data available,no data available,no data available,,MERFISH,no data available,
ST016,ST016023,,H21.33.005.Cx18.MTG.02.007.02.03,37292694,AD,Mixed,NA,Human,Middle Temporal Gyrus,no data available,no data available,no data available,,MERFISH,no data available,
ST016,ST016024,,H21.33.015.Cx26.MTG.02.007.1.2,37292694,AD,Mixed,NA,Human,Middle Temporal Gyrus,no data available,no data available,no data available,,MERFISH,no data available,
ST016,ST016025,,H21.33.015.Cx26.MTG.02.007.1.0,37292694,AD,Mixed,NA,Human,Middle Temporal Gyrus,no data available,no data available,no data available,,MERFISH,no data available,
ST016,ST016026,,H21.33.014.CX26.MTG.02.007.1.02.02,37292694,AD,Mixed,NA,Human,Middle Temporal Gyrus,no data available,no data available,no data available,,MERFISH,no data available,
ST016,ST016027,,H21.33.015.Cx26.MTG.02.007.1.1,37292694,AD,Mixed,NA,Human,Middle Temporal Gyrus,no data available,no data available,no data available,,MERFISH,no data available,
ST016,ST016028,,H20.33.025.Cx28.MTG.02.007.1.01.06,37292694,AD,Mixed,NA,Human,Middle Temporal Gyrus,no data available,no data available,no data available,,MERFISH,no data available,
ST016,ST016029,,H21.33.012.Cx26.MTG.02.007.1.01.06,37292694,AD,Mixed,NA,Human,Middle Temporal Gyrus,no data available,no data available,no data available,,MERFISH,no data available,
ST016,ST016030,,H21.33.016.Cx26.MTG.02.007.3.01.01,37292694,AD,Mixed,NA,Human,Middle Temporal Gyrus,no data available,no data available,no data available,,MERFISH,no data available,
ST016,ST016031,,H21.33.016.Cx26.MTG.02.007.3.01.03,37292694,AD,Mixed,NA,Human,Middle Temporal Gyrus,no data available,no data available,no data available,,MERFISH,no data available,
ST016,ST016032,,H20.33.035.Cx26.MTG.02.007.1.01.03,37292694,AD,Mixed,NA,Human,Middle Temporal Gyrus,no data available,no data available,no data available,,MERFISH,no data available,
ST016,ST016033,,H21.33.011.Cx26.MTG.02.007.3.01.04,37292694,AD,Mixed,NA,Human,Middle Temporal Gyrus,no data available,no data available,no data available,,MERFISH,no data available,
ST016,ST016034,,H20.33.012.Cx24.MTG.02.007.1.03.02,37292694,AD,Mixed,NA,Human,Middle Temporal Gyrus,no data available,no data available,no data available,,MERFISH,no data available,
ST016,ST016035,,H21.33.025.CX26.MTG.02.007.4.01.06,37292694,AD,Mixed,NA,Human,Middle Temporal Gyrus,no data available,no data available,no data available,,MERFISH,no data available,
ST016,ST016036,,H20.33.040.Cx25.MTG.02.007.1.01.04,37292694,AD,Mixed,NA,Human,Middle Temporal Gyrus,no data available,no data available,no data available,,MERFISH,no data available,
ST016,ST016037,,H21.33.011.Cx26.MTG.02.007.3.01.06,37292694,AD,Mixed,NA,Human,Middle Temporal Gyrus,no data available,no data available,no data available,,MERFISH,no data available,
ST016,ST016038,,H20.33.025.Cx28.MTG.02.007.1.01.02,37292694,AD,Mixed,NA,Human,Middle Temporal Gyrus,no data available,no data available,no data available,,MERFISH,no data available,
ST016,ST016039,,H21.33.025.CX26.MTG.02.007.4.01.02,37292694,AD,Mixed,NA,Human,Middle Temporal Gyrus,no data available,no data available,no data available,,MERFISH,no data available,
ST016,ST016040,,H21.33.028.CX28.MTG.02.007.1.01.01,37292694,AD,Mixed,NA,Human,Middle Temporal Gyrus,no data available,no data available,no data available,,MERFISH,no data available,
ST016,ST016041,,H21.33.022.Cx26.MTG.02.007.2.M.04,37292694,AD,Mixed,NA,Human,Middle Temporal Gyrus,no data available,no data available,no data available,,MERFISH,no data available,
ST016,ST016042,,H21.33.016.Cx26.MTG.02.007.3.01.02,37292694,AD,Mixed,NA,Human,Middle Temporal Gyrus,no data available,no data available,no data available,,MERFISH,no data available,
ST016,ST016043,,H21.33.023.Cx26.MTG.02.007.1.03.04,37292694,AD,Mixed,NA,Human,Middle Temporal Gyrus,no data available,no data available,no data available,,MERFISH,no data available,
ST016,ST016044,,H21.33.023.Cx26.MTG.02.007.1.03.01,37292694,AD,Mixed,NA,Human,Middle Temporal Gyrus,no data available,no data available,no data available,,MERFISH,no data available,
ST016,ST016045,,H20.33.044.Cx26.MTG.02.007.1.01.02,37292694,AD,Mixed,NA,Human,Middle Temporal Gyrus,no data available,no data available,no data available,,MERFISH,no data available,
ST016,ST016046,,H21.33.021.Cx26.MTG.02.007.1.04,37292694,AD,Mixed,NA,Human,Middle Temporal Gyrus,no data available,no data available,no data available,,MERFISH,no data available,
ST016,ST016047,,H21.33.006.Cx28.MTG.02.007.1.01.09.04,37292694,AD,Mixed,NA,Human,Middle Temporal Gyrus,no data available,no data available,no data available,,MERFISH,no data available,
ST016,ST016048,,H20.33.025.Cx28.MTG.02.007.1.01.04,37292694,AD,Mixed,NA,Human,Middle Temporal Gyrus,no data available,no data available,no data available,,MERFISH,no data available,
ST016,ST016049,,H21.33.025.CX26.MTG.02.007.4.01.04,37292694,AD,Mixed,NA,Human,Middle Temporal Gyrus,no data available,no data available,no data available,,MERFISH,no data available,
ST016,ST016050,,H21.33.028.Cx28.MTG.02.007.1.02.02,37292694,AD,Mixed,NA,Human,Middle Temporal Gyrus,no data available,no data available,no data available,,MERFISH,no data available,
ST016,ST016051,,H21.33.019.Cx30.MTG.02.007.5.01.02,37292694,AD,Mixed,NA,Human,Middle Temporal Gyrus,no data available,no data available,no data available,,MERFISH,no data available,
ST016,ST016052,,H20.33.004.Cx26.MTG.02.007.1.01.04,37292694,AD,Mixed,NA,Human,Middle Temporal Gyrus,no data available,no data available,no data available,,MERFISH,no data available,
ST016,ST016053,,H21.33.022.Cx26.MTG.02.007.2.M.02,37292694,AD,Mixed,NA,Human,Middle Temporal Gyrus,no data available,no data available,no data available,,MERFISH,no data available,
ST016,ST016054,,H21.33.012.Cx26.MTG.02.007.1.01.04,37292694,AD,Mixed,NA,Human,Middle Temporal Gyrus,no data available,no data available,no data available,,MERFISH,no data available,
ST016,ST016055,,H21.33.038.Cx20.MTG.02.007.3.01.02,37292694,AD,Mixed,NA,Human,Middle Temporal Gyrus,no data available,no data available,no data available,,MERFISH,no data available,
ST016,ST016056,,H21.33.022.Cx26.MTG.02.007.2.M.03,37292694,AD,Mixed,NA,Human,Middle Temporal Gyrus,no data available,no data available,no data available,,MERFISH,no data available,
ST016,ST016057,,H21.33.012.Cx26.MTG.02.007.1.01.05,37292694,AD,Mixed,NA,Human,Middle Temporal Gyrus,no data available,no data available,no data available,,MERFISH,no data available,
ST016,ST016058,,H21.33.006.Cx28.MTG.02.007.1.01.09.02,37292694,AD,Mixed,NA,Human,Middle Temporal Gyrus,no data available,no data available,no data available,,MERFISH,no data available,
ST016,ST016059,,H21.33.028.Cx28.MTG.02.007.1.02.04,37292694,AD,Mixed,NA,Human,Middle Temporal Gyrus,no data available,no data available,no data available,,MERFISH,no data available,
ST017,ST017001,,ADmouse_11346,36732642,AD,Disease,"ST017002,ST017004",Mouse,"Retrosplenial cortex (RSP), secondary motor cortex (MOs), primary motor cortex (MOp), primary somatosensory cortex (SSP), and hippocampus",Male,no data available,13mo,,STARmap PLUS,pR5-183 line; TauPS2APP,
ST017,ST017002,,ADmouse_11351,36732642,AD,Healthy,NA,Mouse,"Retrosplenial cortex (RSP), secondary motor cortex (MOs), primary motor cortex (MOp), primary somatosensory cortex (SSP), and hippocampus",Male,no data available,13mo,,STARmap PLUS,pR5-183 line; nontransgenic littermate,
ST017,ST017003,,ADmouse_9494,36732642,AD,Disease,"ST017002,ST017004",Mouse,"Retrosplenial cortex (RSP), secondary motor cortex (MOs), primary motor cortex (MOp), primary somatosensory cortex (SSP), and hippocampus",Male,no data available,13mo,,STARmap PLUS,pR5-183 line; TauPS2APP,
ST017,ST017004,,ADmouse_9498,36732642,AD,Healthy,NA,Mouse,"Retrosplenial cortex (RSP), secondary motor cortex (MOs), primary motor cortex (MOp), primary somatosensory cortex (SSP), and hippocampus",Male,no data available,13mo,,STARmap PLUS,pR5-183 line; nontransgenic littermate,
ST017,ST017005,,ADmouse_9707,36732642,AD,Healthy,NA,Mouse,"Retrosplenial cortex (RSP), secondary motor cortex (MOs), primary motor cortex (MOp), primary somatosensory cortex (SSP), and hippocampus",Male,no data available,8mo,,STARmap PLUS,pR5-183 line; nontransgenic littermate,
ST017,ST017006,,ADmouse_9723,36732642,AD,Disease,"ST017005,ST017008",Mouse,"Retrosplenial cortex (RSP), secondary motor cortex (MOs), primary motor cortex (MOp), primary somatosensory cortex (SSP), and hippocampus",Male,no data available,8mo,,STARmap PLUS,pR5-183 line; TauPS2APP,
ST017,ST017007,,ADmouse_9723_2,36732642,AD,Disease,"ST017005,ST017008",Mouse,"Retrosplenial cortex (RSP), secondary motor cortex (MOs), primary motor cortex (MOp), primary somatosensory cortex (SSP), and hippocampus",Male,no data available,8mo,,STARmap PLUS,pR5-183 line; TauPS2APP,
ST017,ST017008,,ADmouse_9735,36732642,AD,Healthy,NA,Mouse,"Retrosplenial cortex (RSP), secondary motor cortex (MOs), primary motor cortex (MOp), primary somatosensory cortex (SSP), and hippocampus",Male,no data available,8mo,,STARmap PLUS,pR5-183 line; nontransgenic littermate,
ST018,ST018001,,cerebellum_rep1,36050488,AD,Healthy,NA,Mouse,Cerebellum,no data available,no data available,no data available,,Slide-seqV2,C57BL/6J,
ST018,ST018002,,cerebellum_rep2,36050488,AD,Healthy,NA,Mouse,Cerebellum,no data available,no data available,no data available,,Slide-seqV2,C57BL/6J,
ST018,ST018003,,cerebellum_rep3,36050488,AD,Healthy,NA,Mouse,Cerebellum,no data available,no data available,no data available,,Slide-seqV2,C57BL/6J,
ST018,ST018004,,j20_rep1,36050488,AD,Disease,NA,Mouse,Hippocampus,Female,no data available,8.8mo,,Slide-seqV2,J20,
ST018,ST018005,,j20_rep2,36050488,AD,Disease,NA,Mouse,Hippocampus,Female,no data available,8.8mo,,Slide-seqV2,J21,
ST018,ST018006,,j20_rep3,36050488,AD,Disease,NA,Mouse,Hippocampus,Female,no data available,8.8mo,,Slide-seqV2,J22,
ST018,ST018007,,j20_rep4,36050488,AD,Disease,NA,Mouse,Hippocampus,Female,no data available,8.8mo,,Slide-seqV2,J23,
ST023,ST023001,GSM6801751,"Human postmortem brain MTG region, control 1, biol rep 1",36544231,AD,Healthy,NA,Human,MTG ,Male,Braak NFT stage 1,58,,Visium,no data available,
ST023,ST023002,GSM6801752,"Human postmortem brain MTG region control 2, biol rep 2",36544231,AD,Healthy,NA,Human,MTG ,Male,Braak NFT stage 1,72,,Visium,no data available,
ST023,ST023003,GSM6801753,"Human postmortem brain MTG region control 3, biol rep 3",36544231,AD,Healthy,NA,Human,MTG ,Male,Braak NFT stage 1,82,,Visium,no data available,
ST023,ST023004,GSM6801754,"Human postmortem brain MTG region AD 1, biol rep 1",36544231,AD,Disease,"ST023001,ST023002,ST023003",Human,MTG ,Male,Braak NFT stage 2,86,,Visium,no data available,
ST023,ST023005,GSM6801755,"Human postmortem brain MTG region AD 2, biol rep 2",36544231,AD,Disease,"ST023001,ST023002,ST023004",Human,MTG ,Male,Braak NFT stage 2,86,,Visium,no data available,
ST023,ST023006,GSM6801756,"Human postmortem brain MTG region AD 3, biol rep 3",36544231,AD,Disease,"ST023001,ST023002,ST023005",Human,MTG ,Male,Braak NFT stage 2,89,,Visium,no data available,
ST024,ST024001,,241,39578645,AD,Healthy,NA,Mouse,Whole Brain,no data available,no data available,4mo,,Visium,WT,
ST024,ST024002,,342,39578645,AD,Healthy,NA,Mouse,Whole Brain,no data available,no data available,8mo,,Visium,WT,
ST024,ST024003,,573,39578645,AD,Disease,ST024001,Mouse,Whole Brain,no data available,no data available,4mo,,Visium,5xFAD,
ST024,ST024004,,592,39578645,AD,Disease,ST024002,Mouse,Whole Brain,no data available,no data available,8mo,,Visium,5xFAD,
ST024,ST024005,,1,39578645,AD,Healthy,NA,Human,Prefrontal Cortex,Female,no data available,64 years,,Visium,,
ST024,ST024006,,2,39578645,AD,Disease,ST024009,Human,Prefrontal Cortex,Male,no data available,87 years,,Visium,,
ST024,ST024007,,3,39578645,AD,Disease,ST024005,Human,Prefrontal Cortex,Female,no data available,89 years,,Visium,,
ST024,ST024008,,4,39578645,AD,Disease,ST024005,Human,Prefrontal Cortex,Female,no data available,57 years,,Visium,,
ST024,ST024009,,5,39578645,AD,Healthy,NA,Human,Prefrontal Cortex,Male,no data available,70 years,,Visium,,
ST024,ST024010,,6,39578645,AD,Disease,ST024013,Human,Prefrontal Cortex,Male,no data available,90 years,,Visium,,
ST024,ST024011,,7,39578645,AD,Disease,ST024025,Human,Prefrontal Cortex,Female,no data available,90 years,,Visium,,
ST024,ST024012,,8,39578645,AD,Disease,NA,Human,Prefrontal Cortex,Female,no data available,62 years,,Visium,,
ST024,ST024013,,VisiumHuman_1,39578645,AD,Healthy,NA,Human,Prefrontal Cortex,Male,no data available,90 years,,Visium,,
ST024,ST024014,,VisiumHuman_2,39578645,AD,Disease,NA,Human,Prefrontal Cortex,Female,no data available,87 years,,Visium,,
ST024,ST024015,,VisiumHuman_3,39578645,AD,Disease,ST024025,Human,Prefrontal Cortex,Female,no data available,90 years,,Visium,,
ST024,ST024016,,VisiumHuman_4,39578645,AD,Disease,NA,Human,Prefrontal Cortex,Male,no data available,56 years,,Visium,,
ST024,ST024017,,VisiumHuman_5,39578645,AD,Healthy,NA,Human,Prefrontal Cortex,Female,no data available,79 years,,Visium,,
ST024,ST024018,,VisiumHuman_6,39578645,AD,Disease,ST024013,Human,Prefrontal Cortex,Male,no data available,90 years,,Visium,,
ST024,ST024019,,VisiumHuman_7,39578645,AD,Disease,ST024013,Human,Prefrontal Cortex,Male,no data available,90 years,,Visium,,
ST024,ST024020,,VisiumHuman_8,39578645,AD,Disease,NA,Human,Prefrontal Cortex,Female,no data available,55 years,,Visium,,
ST024,ST024021,,VisiumHuman_9,39578645,AD,Healthy,NA,Human,Prefrontal Cortex,Male,no data available,83 years,,Visium,,
ST024,ST024022,,VisiumHuman_10,39578645,AD,Disease,ST024025,Human,Prefrontal Cortex,Female,no data available,90 years,,Visium,,
ST024,ST024023,,VisiumHuman_11,39578645,AD,Disease,ST024013,Human,Prefrontal Cortex,Male,no data available,90 years,,Visium,,
ST024,ST024024,,VisiumHuman_12,39578645,AD,Disease,NA,Human,Prefrontal Cortex,Female,no data available,56 years,,Visium,,
ST024,ST024025,,VisiumHuman_13,39578645,AD,Healthy,NA,Human,Prefrontal Cortex,Female,no data available,90 years,,Visium,,
ST024,ST024026,,VisiumHuman_14,39578645,AD,Disease,NA,Human,Prefrontal Cortex,Male,no data available,79 years,,Visium,,
ST024,ST024027,,VisiumHuman_15,39578645,AD,Disease,NA,Human,Prefrontal Cortex,Male,no data available,80 years,,Visium,,
ST024,ST024028,,VisiumHuman_16,39578645,AD,Disease,NA,Human,Prefrontal Cortex,Female,no data available,66 years,,Visium,,
ST024,ST024029,,Human1,39578645,AD,Healthy,NA,Human,Prefrontal Cortex,Female,no data available,74 years,,Visium,,
ST024,ST024030,,Human2,39578645,AD,Disease,NA,Human,Prefrontal Cortex,Male,no data available,86 years,,Visium,,
ST024,ST024031,,Human3,39578645,AD,Disease,NA,Human,Prefrontal Cortex,Female,no data available,87 years,,Visium,,
ST024,ST024032,,Human4,39578645,AD,Disease,NA,Human,Prefrontal Cortex,Female,no data available,63 years,,Visium,,
ST024,ST024033,,Human5,39578645,AD,Healthy,NA,Human,Prefrontal Cortex,Male,no data available,73 years,,Visium,,
ST024,ST024034,,Human6,39578645,AD,Disease,ST024025,Human,Prefrontal Cortex,Female,no data available,90 years,,Visium,,
ST024,ST024035,,Human7,39578645,AD,Disease,ST024025,Human,Prefrontal Cortex,Female,no data available,90 years,,Visium,,
ST024,ST024036,,Human8,39578645,AD,Disease,NA,Human,Prefrontal Cortex,Male,no data available,58 years,,Visium,,
ST025,ST025001,GSM8330060,GSM8330060_B02009F6,39779708,AD,Disease,"ST025006,ST025007,ST025009,ST025010,ST025011,ST025012",Human,prefrontal cortex (Brodmann area 10),Male,no data available,no data available,,Stereo-seq,,
ST025,ST025002,GSM8330061,GSM8330061_B02008D2,39779708,AD,Disease,"ST025006,ST025007,ST025009,ST025010,ST025011,ST025012",Human,prefrontal cortex (Brodmann area 10),Male,no data available,no data available,,Stereo-seq,,
ST025,ST025003,GSM8330062,GSM8330062_C02248B5,39779708,AD,Disease,"ST025006,ST025007,ST025009,ST025010,ST025011,ST025012",Human,prefrontal cortex (Brodmann area 10),Male,no data available,no data available,,Stereo-seq,,
ST025,ST025004,GSM8330063,GSM8330063_A02092E1,39779708,AD,Disease,"ST025006,ST025007,ST025009,ST025010,ST025011,ST025012",Human,prefrontal cortex (Brodmann area 10),Male,no data available,no data available,,Stereo-seq,,
ST025,ST025005,GSM8330064,GSM8330064_B02008C6,39779708,AD,Disease,"ST025006,ST025007,ST025009,ST025010,ST025011,ST025012",Human,prefrontal cortex (Brodmann area 10),Male,no data available,no data available,,Stereo-seq,,
ST025,ST025006,GSM8330065,GSM8330065_B01806B6,39779708,AD,Healthy,NA,Human,prefrontal cortex (Brodmann area 10),Male,no data available,no data available,,Stereo-seq,,
ST025,ST025007,GSM8330066,GSM8330066_D02175A4,39779708,AD,Healthy,NA,Human,prefrontal cortex (Brodmann area 10),Male,no data available,no data available,,Stereo-seq,,
ST025,ST025008,GSM8330067,GSM8330067_B01809C2,39779708,AD,Disease,"ST025006,ST025007,ST025009,ST025010,ST025011,ST025012",Human,prefrontal cortex (Brodmann area 10),Male,no data available,no data available,,Stereo-seq,,
ST025,ST025009,GSM8330068,GSM8330068_B01809A4,39779708,AD,Healthy,NA,Human,prefrontal cortex (Brodmann area 10),Male,no data available,no data available,,Stereo-seq,,
ST025,ST025010,GSM8330069,GSM8330069_B01809A3,39779708,AD,Healthy,NA,Human,prefrontal cortex (Brodmann area 10),Male,no data available,no data available,,Stereo-seq,,
ST025,ST025011,GSM8330070,GSM8330070_D02175A6,39779708,AD,Healthy,NA,Human,prefrontal cortex (Brodmann area 10),Male,no data available,no data available,,Stereo-seq,,
ST025,ST025012,GSM8330071,GSM8330071_B01806B5,39779708,AD,Healthy,NA,Human,prefrontal cortex (Brodmann area 10),Male,no data available,no data available,,Stereo-seq,,
ST026,ST026001,8199179,,38819990,AD,Disease,ST026003,Mouse,Whole Brain,Male,no data available,18 months,,Stereo-seq,APP-NLGF,
ST026,ST026002,8199180,,38819990,AD,Disease,ST026003,Mouse,Whole Brain,Male,no data available,18 months,,Stereo-seq,APP-NLGF,
ST026,ST026003,8199181,,38819990,AD,Healthy,NA,Mouse,Whole Brain,Male,no data available,18 months,,Stereo-seq,C57BL/6J,
ST026,ST026004,8199182,,38819990,AD,Mixed,NA,Mouse,Whole Brain,Male,no data available,3 months,,Stereo-seq,APP-NLGF & C57BL/6J,
ST026,ST026005,8199183,,38819990,AD,Mixed,NA,Mouse,Whole Brain,Male,no data available,3 months,,Stereo-seq,APP-NLGF & C57BL/6J,
ST026,ST026006,8199188,,38819990,AD,Disease,NA,Mouse,hippocampus and adjacent cortical regions,Male,no data available,18 months,,CosMx,APP-NLGF,
ST026,ST026007,8199189,,38819990,AD,Disease,NA,Mouse,hippocampus and adjacent cortical regions,Male,no data available,18 months,,CosMx,APP-NLGF,
ST028,ST028001,,Kim_202201111602_20220111-WT-5xFAD10518pHip300GP_VMSC00101/region_1/,39103533,AD,Mixed,NA,Mouse,Whole Brain,Female,no data available,12 months,,MERFISH,5xFAD; WT,
ST028,ST028002,,Kim_202201111602_20220111-WT-5xFAD10518pHip300GP_VMSC00101/region_3/,39103533,AD,Mixed,NA,Mouse,Whole Brain,Female,no data available,12 months,,MERFISH,5xFAD; WT,
ST028,ST028003,,202209041036_20220904-5xFAD-TREM2-AnteHip-300x05_VMSC00101/region_3/,39103533,AD,Disease,NA,Mouse,Whole Brain,Male,no data available,12 months,,MERFISH,Trem2-R47H; 5xFAD,
ST028,ST028004,,202204011403_20220401135320220401TREM5xADF12mo4hemip_VMSC00101/region_1/,39103533,AD,Disease,NA,Mouse,Whole Brain,Male,no data available,12 months,,MERFISH,Trem2-R47H; 5xFAD,
ST028,ST028005,,202302031055_20230203TREM5xFAD-VZG171x04_VMSC05201/region_1/,39103533,AD,Disease,NA,Mouse,Whole Brain,Male,no data available,12 months,,MERFISH,Trem2-R47H; 5xFAD,
ST028,ST028006,,Kim2_202112171955_12172021TREM2-5x12Mo300GP_VMSC00101/region_1/,39103533,AD,Disease,NA,Mouse,Whole Brain,Male,no data available,12 months,,MERFISH,Trem2-R47H,
ST028,ST028007,,Kim2_202112171955_12172021TREM2-5x12Mo300GP_VMSC00101/region_2/,39103533,AD,Disease,NA,Mouse,Whole Brain,Male,no data available,12 months,,MERFISH,Trem2-R47H,
ST028,ST028008,,202209041036_20220904-5xFAD-TREM2-AnteHip-300x05_VMSC00101/region_2/,39103533,AD,Disease,NA,Mouse,Whole Brain,Male,no data available,12 months,,MERFISH,Trem2-R47H; 5xFAD,
ST028,ST028009,,202204011403_20220401135320220401TREM5xADF12mo4hemip_VMSC00101/region_2/,39103533,AD,Disease,NA,Mouse,Whole Brain,Male,no data available,12 months,,MERFISH,Trem2-R47H; 5xFAD,
ST028,ST028010,,202302031055_20230203TREM5xFAD-VZG171x04_VMSC05201/region_2/,39103533,AD,Disease,NA,Mouse,Whole Brain,Male,no data available,12 months,,MERFISH,Trem2-R47H; 5xFAD,
ST028,ST028011,,Kim2_202112171955_12172021TREM2-5x12Mo300GP_VMSC00101/region_0/,39103533,AD,Disease,NA,Mouse,Whole Brain,Female,no data available,12 months,,MERFISH,Trem2-R47H,
ST028,ST028013,,202209041036_20220904-5xFAD-TREM2-AnteHip-300x05_VMSC00101/region_0/,39103533,AD,Disease,NA,Mouse,Whole Brain,Male,no data available,12 months,,MERFISH,Trem2-R47H; 5xFAD,
ST028,ST028014,,202204011403_20220401135320220401TREM5xADF12mo4hemip_VMSC00101/region_0/,39103533,AD,Disease,NA,Mouse,Whole Brain,Male,no data available,12 months,,MERFISH,Trem2-R47H; 5xFAD,
